Sample_ID,Site,Inclusive site,Geologic Member/Level,Order,Family.modifier,Family,Tribe.modifier,Tribe,Reference/ Repository
A.L. 124 4 ,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 5 ,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 6 ,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 a,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 b,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 c,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 d,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 e,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 f,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 g,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 66 h,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 7 ,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 74 ,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
A.L. 124 8 ,Hadar,Hadar,BMs,Proboscidea,,Elephantidae,,,Hadar Database
18-69-2578,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Aepycerotini,Omo/Shungura Database
18-69-2580,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Aepycerotini,Omo/Shungura Database
18-69-2584,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Aepycerotini,Omo/Shungura Database
P-64-1,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Aepycerotini,Omo/Shungura Database
17-73-1884,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,Giraffini,Omo/Shungura Database
18-69-2220,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,Giraffini,Omo/Shungura Database
18-70-225,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,Giraffini,Omo/Shungura Database
18-74-904,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,Giraffini,Omo/Shungura Database
L-804-1,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,Giraffini,Omo/Shungura Database
P-64-2,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,Giraffini,Omo/Shungura Database
P-64-3,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,Giraffini,Omo/Shungura Database
18-69-3786,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-3787,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-3923,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-3924,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-3925,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-3988,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4027,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4121,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4122,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4123,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4306,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4391,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4392,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4393,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4394,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-4395,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-70-217,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-70-253,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-70-254,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-70-255,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-1,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-100,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-108,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-114,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-121,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-130,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-143,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-16,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-2,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-25,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-26,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-27,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-29,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-32,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-34,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-35,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-36,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-38,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-39,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-41,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-42,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-43,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-45,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-54,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-55,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-56,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-57,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-58,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-59,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-64,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-67,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-70,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-73,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-77,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-78,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-80,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-82,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-83,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-84,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-88,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-89,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-91,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-94,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-96,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-74-258,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-69-3900,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-15,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-72-62,Omo,Omo,MemberA,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-70-218,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Potamochoerini,Omo/Shungura Database
18-70-229,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Potamochoerini,Omo/Shungura Database
18-72-110,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Potamochoerini,Omo/Shungura Database
18-72-111,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Potamochoerini,Omo/Shungura Database
18-72-115,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Potamochoerini,Omo/Shungura Database
18-72-9,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Potamochoerini,Omo/Shungura Database
P-64-10,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Potamochoerini,Omo/Shungura Database
17-67-906,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
17-73-1885,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
17-73-1887,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-192,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-193,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-194,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-195,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-196,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-197,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-198,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-199,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-200,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4453,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4454,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4455,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4456,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4457,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4458,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4459,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4460,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4461,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4462,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4463,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4464,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4465,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4466,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4467,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-204,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-206,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-213,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-214,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-219,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-222,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-224,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-228,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-71-113,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-103,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-104,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-139,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-25,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-31,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-81,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
L-802-1,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
P-64-18,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
P-64-20,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
P-64-29,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
P-64-31,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-69-4456,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-69-4462,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-70-206,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-69-4454,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-69-198,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-70-219,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-69-4459,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-70-204,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo 81-69-4464,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo127-72-101,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo127-72-79,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo81-70-209,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo81-69-4523,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo81-69-4526,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo81-70-212,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo81-70-223,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo81-69-4525,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
Omo81-70-210,Omo,Omo,A,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-188,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-189,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-190,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-191,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-201,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4521,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4522,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4523,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4524,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4525,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4526,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-4527,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-200,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-203,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-207,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-209,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-210,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-211,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-212,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-215,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-70-223,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-71-112,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-101,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-72,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-72-79,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
L-803-1,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
P-64-13,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
P-907-1,Omo,Omo,MemberA,Artiodactyla,,Suidae,,Nyanzachoerini,Omo/Shungura Database
18-69-2219,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,,Omo/Shungura Database
18-69-2221,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,,Omo/Shungura Database
18-69-2568,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-69-2569,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-69-2572,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-69-2574,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-69-2582,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-69-2583,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-69-2711,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-72-17,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-72-51,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
18-72-59,Omo,Omo,MemberA,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
OMO 81-69-2584,Omo,Omo,A,Artiodactyla,,Bovidae,,Aepycerotini,Omo/Shungura Database
OMO 81-69-2580,Omo,Omo,A,Artiodactyla,,Bovidae,,Aepycerotini,Omo/Shungura Database
Omo 81-69-2573,Omo,Omo,A,Artiodactyla,,Bovidae,,Bovini,Omo/Shungura Database
Omo 81-69-2570,Omo,Omo,A,Artiodactyla,,Bovidae,,Bovini,Omo/Shungura Database
Omo 81-69-2575,Omo,Omo,A,Artiodactyla,,Bovidae,,Bovini,Omo/Shungura Database
Omo-81-69-2572,Omo,Omo,A,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
Omo 81-69-2583,Omo,Omo,A,Artiodactyla,,Bovidae,,Tragelaphini,Omo/Shungura Database
Omo 127-72-94,Omo,Omo,A,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
Omo 127-72-83,Omo,Omo,A,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
Omo 127-72-26,Omo,Omo,A,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
Omo 127-72-25,Omo,Omo,A,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
Omo 127-72-70,Omo,Omo,A,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
Omo 127-72-91,Omo,Omo,A,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
Omo 127-72-78,Omo,Omo,A,Artiodactyla,,Hippopotamidae,,,Omo/Shungura Database
18-70-251,Omo,Omo,MemberA,Artiodactyla,,Giraffidae,,,Omo/Shungura Database
P-64-34,Omo,Omo,MemberA,Carnivora,,Felidae,,,Omo/Shungura Database
18-70-3221,Omo,Omo,MemberA,Perissodactyla,,Rhinoceratidae,,,Omo/Shungura Database
18-69-107,Omo,Omo,MemberA,Perissodactyla,,Equidae,,Hipparionini,Omo/Shungura Database
18-69-108,Omo,Omo,MemberA,Perissodactyla,,Equidae,,Hipparionini,Omo/Shungura Database
18-69-109,Omo,Omo,MemberA,Perissodactyla,,Equidae,,Hipparionini,Omo/Shungura Database
18-69-2581,Omo,Omo,MemberA,Perissodactyla,,Equidae,,Hipparionini,Omo/Shungura Database
18-72-12,Omo,Omo,MemberA,Perissodactyla,,Equidae,,Hipparionini,Omo/Shungura Database
18-72-12,Omo,Omo,MemberA,Perissodactyla,,Equidae,,Hipparionini,Omo/Shungura Database
18-72-44,Omo,Omo,MemberA,Perissodactyla,,Equidae,,Hipparionini,Omo/Shungura Database
Omo 81-69-2581,Omo,Omo,A,Perissodactyla,,Equidae,,,Omo/Shungura Database
Omo 81-69-108,Omo,Omo,A,Perissodactyla,,Equidae,,,Omo/Shungura Database
Omo 81 -69-107,Omo,Omo,A,Perissodactyla,,Equidae,,,Omo/Shungura Database
18-69-560,Omo,Omo,MemberA,Perissodactyla,,Rhinoceratidae,,,Omo/Shungura Database
18-72-37,Omo,Omo,MemberA,Perissodactyla,,Rhinoceratidae,,,Omo/Shungura Database
17-73-1886,Omo,Omo,MemberA,Primates,,Hominidae,,Hominini,Omo/Shungura Database
18-70-153,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-70-230,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-70-231,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-70-233,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-70-227,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Colobini,Omo/Shungura Database
18-70-96,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Colobini,Omo/Shungura Database
18-72-23,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Colobini,Omo/Shungura Database
P-64-12,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Colobini,Omo/Shungura Database
18-70-232,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-70-97,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-70-98,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-70-99,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-71-723,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
P-64-11,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
P-64-25,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
18-72-56,Omo,Omo,MemberA,Primates,,Cercopithecidae,,Papionini,Omo/Shungura Database
17-73-1882,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-10,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-11,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-13,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-2,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-3,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-4,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-5,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-6,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-7,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-8,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-9,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-72-90,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
18-73-5505,Omo,Omo,MemberA,Proboscidea,,Deinotheriidae,,,Omo/Shungura Database
